k=20,k=40,k=60
0.9890011899359776,0.6100341656260005,0.5124790136051988
0.9517177470664019,0.6032651407808114,0.5115727516415837
0.9031679200421778,0.5944975543928807,0.5097946217819401
0.860896106616349,0.582818253833953,0.5071787886787661
0.831285115282134,0.5700254360527652,0.5053685065006379
0.8071040936230972,0.5563804318772013,0.5009309839831294
0.792746211215851,0.5479938662249059,0.4984513953495685
0.7768316452820861,0.5364660305116135,0.49095450860606243
0.7637614640423828,0.528157510972345,0.481366609474097
0.7524859931428031,0.519955838277309,0.47006526371506135
0.7428247768188487,0.5157265810609911,0.45941589191604004
0.726416083338838,0.5096476280064264,0.4489519685097714
0.7063932226493358,0.5040841623944295,0.4401520085678894
